nombre_hotel,ciudad,tipo_alojamiento,precio_clp,puntuacion,prediction
PRO HOME Plaza Tokio I,Antofagasta,hotel,137997.0,9.9,0
PRO HOME Plaza Tokio II,Antofagasta,hotel,191997.0,9.6,2
Park Inn,Antofagasta,hotel,89024.0,7.1,1
Park Inn by Radisson,Antofagasta,hotel,63738.0,8.0,1
Resimed,Antofagasta,hotel,35333.0,8.9,0
Resivic,Antofagasta,hotel,42984.0,7.7,1
Rq Antofagasta,Antofagasta,hotel,95281.0,8.5,0
Spark Hoteles,Antofagasta,hotel,98505.0,7.1,1
Studio 56 by Terrado,Antofagasta,hotel,63043.0,8.4,0
Tempora Apart Hotel,Antofagasta,hotel,53550.0,8.1,1
Terrado Suites,Antofagasta,hotel,102799.0,7.1,1
Terrado Suites,Antofagasta,hotel,90561.0,8.6,0
Terrado Suites Antofagasta,Antofagasta,hotel,100295.0,8.2,1
"ULTIMA HORA -35%. Deptos 1, 2 y 3 H. WiFi y Factura.",Antofagasta,hotel,53996.0,9.1,0
Wyndham Garden Antofagasta Pettra,Antofagasta,hotel,205505.0,8.5,2
Wyndham Garden Antofagasta Pettra,Antofagasta,hotel,116056.0,8.4,2
Zigal Hotel,Antofagasta,hotel,59103.0,8.8,0
ibis Antofagasta,Antofagasta,hotel,60000.0,7.0,1
ibis Styles Antofagasta,Antofagasta,hotel,56667.0,8.1,1
Alto Chinchorro Hostel,Arica,hotel,31969.0,8.9,0
Amaru Hotel,Arica,hotel,114083.0,8.4,2
Amaru Hotel,Arica,hotel,68505.0,8.8,0
Antay Hotel & Spa,Arica,hotel,223603.0,9.1,2
Antay Hotel & Spa,Arica,hotel,157965.0,8.2,2
Apart Hotel Viscachani,Arica,hotel,70923.0,8.5,0
Apartamento Terra Amata Arica,Arica,hotel,100111.0,8.0,1
Casa del Sol,Arica,hotel,92174.0,8.0,1
Cómoda casa con piscina,Arica,hotel,136900.0,9.0,2
Departamento Full 3D 2B Cerca de Playas en Arica,Arica,hotel,53910.0,9.1,0
Departamento Playero,Arica,hotel,76950.0,8.2,1
Departamento Vistamar 2 Puertas Pacifico,Arica,hotel,44291.0,8.1,1
Departamento por día 3 dormitorios y 2 baños,Arica,hotel,56370.0,7.5,1
Diego De Almagro Arica,Arica,hotel,102086.0,8.8,0
Dpto Completo Lomas de Miramar II Arica Carnaval Vacaciones,Arica,hotel,55000.0,9.0,0
Económicas Habitaciones a pasos de Playa Chinchorro,Arica,hotel,38235.0,8.4,0
Hostal Arica 3,Arica,hotel,35462.0,8.0,1
Hostal Chaka,Arica,hotel,99662.0,9.4,0
Hostal Copa Arica,Arica,hotel,22835.0,8.1,1
Hostal Ostello Amadeus,Arica,hotel,31654.0,8.0,1
Hostal Venecia,Arica,hotel,30089.0,8.4,0
Hostel Posada de Gallo,Arica,hotel,21844.0,8.4,0
Hostel Willka Kuti Backpackers,Arica,hotel,30304.0,8.2,1
Hotel & Spa Las Taguas,Arica,hotel,73072.0,8.4,0
Hotel Americano,Arica,hotel,59519.0,7.1,1
Hotel Americano,Arica,hotel,59103.0,7.3,1
Hotel Americano,Arica,hotel,45857.0,8.9,0
Hotel Andalucía,Arica,hotel,77845.0,8.3,0
Hotel Andalucía,Arica,hotel,45670.0,8.0,1
Hotel Andino Arica,Arica,hotel,148248.0,9.6,2
Hotel Apacheta,Arica,hotel,187007.0,8.9,2
Hotel Apacheta,Arica,hotel,94047.0,7.7,1
Hotel Apacheta,Arica,hotel,108892.0,8.0,1
Hotel Arica,Arica,hotel,168082.0,8.2,2
Hotel Arica,Arica,hotel,67980.0,8.8,0
Hotel Arica Apart Hotel,Arica,hotel,72205.0,8.3,0
Hotel Arica Boutique,Arica,hotel,85501.0,8.8,0
Hotel Arica Center,Arica,hotel,90907.0,8.7,0
Hotel Arica Inn,Arica,hotel,82193.0,8.5,0
Hotel Arica Lodge,Arica,hotel,87831.0,8.3,0
Hotel Arica Plaza,Arica,hotel,76652.0,8.7,0
Hotel Arica Resort,Arica,hotel,47289.0,6.9,1
Hotel Central Arica,Arica,hotel,212922.0,8.0,2
Hotel Central Arica,Arica,hotel,187748.0,7.7,2
Hotel Concorde,Arica,hotel,61202.0,7.3,1
Hotel Concorde,Arica,hotel,32668.0,8.2,1
Hotel Costa Pacifico,Arica,hotel,100214.0,8.2,1
Hotel Costa Pacifico,Arica,hotel,60177.0,7.1,1
Hotel Costanera Arica,Arica,hotel,100742.0,8.0,1
Hotel Costanera Arica,Arica,hotel,164256.0,9.1,2
Hotel Del Mar Arica,Arica,hotel,98672.0,8.2,1
Hotel Diego De Almagro Arica,Arica,hotel,170006.0,8.0,2
Hotel Gavina Express Arica,Arica,hotel,107372.0,8.2,1
Hotel Gavina Express Arica,Arica,hotel,64476.0,8.3,0
Hotel Norte Arica,Arica,hotel,183523.0,7.9,2
Hotel Norte Arica,Arica,hotel,223453.0,9.4,2
Hotel Plaza Arica,Arica,hotel,216143.0,8.9,2
Hotel Plaza Arica,Arica,hotel,61019.0,9.0,0
Hotel Plaza Colon,Arica,hotel,76950.0,8.0,1
Hotel Plaza Colon,Arica,hotel,95000.0,8.0,1
Hotel Plaza Colon,Arica,hotel,46208.0,8.4,0
Hotel Plaza Colon,Arica,hotel,87907.0,8.9,0
Hotel Primavera Arica,Arica,hotel,106416.0,8.8,0
Hotel Primavera Arica,Arica,hotel,124473.0,8.5,2
Hotel Puerto Chinchorro,Arica,hotel,127558.0,8.4,2
Hotel Puerto Chinchorro,Arica,hotel,76945.0,7.8,1
Hotel Qamiri,Arica,hotel,32200.0,7.8,1
Hotel Qamiri,Arica,hotel,38318.0,9.1,0
Hotel Samaña,Arica,hotel,88224.0,8.3,0
Hotel Samaña,Arica,hotel,52978.0,8.3,0
Hotel Samore,Arica,hotel,96584.0,8.2,1
Hotel Samore,Arica,hotel,40315.0,7.8,1
Hotel Savona,Arica,hotel,66356.0,8.4,0
Hotel Sur Arica,Arica,hotel,160202.0,9.2,2
Hotel Sur Arica,Arica,hotel,222861.0,8.4,2
Hotel Vista Hermosa Arica,Arica,hotel,162002.0,8.8,2
Hotel Y Restaurant Isidora,Arica,hotel,40835.0,7.3,1
Hotel del Valle,Arica,hotel,113569.0,8.8,0
Hotel del Valle Azapa,Arica,hotel,127505.0,7.8,2
Hotel y Restaurant ISIDORA,Arica,hotel,68002.0,8.3,0
Illariy Wasi Hostal,Arica,hotel,34138.0,7.5,1
Lodge Andino Arica,Arica,hotel,145759.0,8.2,2
Lodge Central Arica,Arica,hotel,101361.0,9.3,0
Lodge Central Arica,Arica,hotel,66643.0,9.6,0
Lodge Costanera Arica,Arica,hotel,212232.0,9.6,2
Lodge Costanera Arica,Arica,hotel,91202.0,8.8,0
Lodge Del Mar Arica,Arica,hotel,181604.0,6.8,2
Lodge Norte Arica,Arica,hotel,183816.0,8.1,2
Lodge Plaza Arica,Arica,hotel,203090.0,7.4,2
Lodge Plaza Arica,Arica,hotel,112536.0,8.0,1
Lodge Primavera Arica,Arica,hotel,96883.0,6.8,1
Lodge Sur Arica,Arica,hotel,176013.0,7.2,2
Lodge Vista Hermosa Arica,Arica,hotel,134523.0,9.4,2
Lodge Vista Hermosa Arica,Arica,hotel,199880.0,9.8,2
Novotel Arica,Arica,hotel,212955.0,8.8,2
Novotel Arica,Arica,hotel,105046.0,8.0,1
Panamericana,Arica,hotel,106289.0,8.3,0
Panamericana Hotel,Arica,hotel,54056.0,9.4,0
Plaza Colon,Arica,hotel,71886.0,7.9,1
Raymi House Hostel,Arica,hotel,23111.0,8.0,1
2 Torres Calama,Calama,hotel,51581.0,8.2,1
914 Hotel,Calama,hotel,143163.0,8.3,2
Atankalama Inn,Calama,hotel,77636.0,6.8,1
Ayelen Express,Calama,hotel,63025.0,8.6,0
Benval,Calama,hotel,75000.0,7.4,1
Ckayatar,Calama,hotel,31960.0,7.6,1
Céntrico Dpto Calama,Calama,hotel,186000.0,7.9,2
Céntrico Dpto Calama,Calama,hotel,73780.0,8.3,0
Céntrico y vista insuperable,Calama,hotel,80312.0,7.1,1
Cómodo Dpto Calama Centro,Calama,hotel,193800.0,8.3,2
Cómodo Dpto Calama Centro,Calama,hotel,76874.0,8.4,0
Departamento amoblado calama,Calama,hotel,140121.0,8.9,2
Diego De Almagro Calama,Calama,hotel,126444.0,7.8,1
Dpto 7 Calama,Calama,hotel,122400.0,9.4,0
Dpto Calama Centro,Calama,hotel,185250.0,7.1,2
Dpto Calama Centro,Calama,hotel,73483.0,9.1,0
Dpto completo en Calama Centro,Calama,hotel,198000.0,7.1,2
Dpto de 1 habitación Calama Centro,Calama,hotel,180000.0,8.7,2
Duval,Calama,hotel,46400.0,7.0,1
Espacio parque 1705,Calama,hotel,106208.0,8.3,0
Habitación Express Calama,Calama,hotel,81000.0,10.0,0
Holiday Inn Calama,Calama,hotel,93119.0,8.5,0
Hospedaje Oasis Modulares,Calama,hotel,67125.0,6.8,1
Hospedaje Oasis Modulares,Calama,hotel,32804.0,8.8,0
Hotel Agua Del Desierto,Calama,hotel,158503.0,7.8,2
Hotel Agua del Desierto,Calama,hotel,151466.0,8.2,2
Hotel Andino Calama,Calama,hotel,131511.0,7.6,1
Hotel Andino Calama,Calama,hotel,166083.0,7.6,2
Hotel Aymara,Calama,hotel,121680.0,6.9,1
Hotel Aymara,Calama,hotel,40636.0,8.0,1
Hotel Calama Apart Hotel,Calama,hotel,111474.0,9.6,0
Hotel Calama Boutique,Calama,hotel,141976.0,8.8,2
Hotel Calama Center,Calama,hotel,149091.0,9.1,2
Hotel Calama Plaza,Calama,hotel,37450.0,7.3,1
Hotel Calama Suites,Calama,hotel,79761.0,8.7,0
Hotel Central Calama,Calama,hotel,167743.0,8.3,2
Hotel Central Calama,Calama,hotel,94239.0,7.7,1
Hotel Costanera Calama,Calama,hotel,174471.0,7.0,2
Hotel Del Mar Calama,Calama,hotel,190733.0,8.9,2
Hotel Del Mar Calama,Calama,hotel,80064.0,7.4,1
Hotel Diego de Almagro Calama Express,Calama,hotel,111041.0,7.6,1
Hotel Diego de Almagro San Pedro De Atacama,Calama,hotel,190000.0,7.4,2
Hotel Don Alfredo,Calama,hotel,104916.0,8.6,0
Hotel Don Alfredo,Calama,hotel,48486.0,8.3,0
Hotel Doña Esperanza,Calama,hotel,112035.0,7.9,1
Hotel Geotel,Calama,hotel,67587.0,8.3,0
Hotel Jardin Atacama,Calama,hotel,190000.0,8.9,2
Hotel Modular Express Calama,Calama,hotel,70859.0,8.2,1
Hotel Norte Calama,Calama,hotel,91767.0,6.6,1
Hotel Plaza Calama,Calama,hotel,177196.0,6.9,2
Hotel Plaza Calama,Calama,hotel,227654.0,8.8,2
Hotel Primavera Calama,Calama,hotel,108510.0,9.7,0
Hotel Quitor,Calama,hotel,163743.0,7.2,2
Hotel Sur Calama,Calama,hotel,62661.0,7.3,1
Hotel Sur Calama,Calama,hotel,181537.0,8.5,2
Hotel Vista Hermosa Calama,Calama,hotel,100728.0,7.7,1
Hotel Vista Hermosa Calama,Calama,hotel,179060.0,7.2,2
Ibis Calama,Calama,hotel,69833.0,9.5,0
Jallalla,Calama,hotel,70304.0,8.3,0
Lodge Andino Calama,Calama,hotel,137200.0,8.6,2
Lodge Central Calama,Calama,hotel,166213.0,9.4,2
Lodge Central Calama,Calama,hotel,137113.0,8.4,2
Lodge Costanera Calama,Calama,hotel,116173.0,7.1,1
Lodge Costanera Calama,Calama,hotel,69070.0,9.0,0
Lodge Del Mar Calama,Calama,hotel,211843.0,9.5,2
Lodge Del Mar Calama,Calama,hotel,156047.0,8.6,2
Lodge Norte Calama,Calama,hotel,165116.0,9.4,2
Lodge Norte Calama,Calama,hotel,165434.0,8.1,2
Lodge Plaza Calama,Calama,hotel,103169.0,9.2,0
Lodge Plaza Calama,Calama,hotel,117472.0,7.5,1
Lodge Primavera Calama,Calama,hotel,100163.0,8.9,0
Lodge Sur Calama,Calama,hotel,206491.0,8.7,2
Lodge Sur Calama,Calama,hotel,127944.0,8.2,2
Lodge Vista Hermosa Calama,Calama,hotel,131711.0,8.6,2
Park Hotel Calama,Calama,hotel,141373.0,8.5,2
Park Inn,Calama,hotel,60870.0,8.9,0
ibis Calama,Calama,hotel,100000.0,7.6,1
A pasos de la plaza de armas-Factura a Empresas,Chillan,hotel,55000.0,9.4,0
Alojamiento RBOY Las Mariposas,Chillan,hotel,72107.0,9.4,0
Alojamiento Rboy Las Mariposas,Chillan,hotel,91341.0,8.4,0
Amplio departamento en pleno centro de Chillán con estacionamiento privado,Chillan,hotel,63288.0,9.9,0
Apart Hotel Cancura,Chillan,hotel,80595.0,8.7,0
Apart Hotel Las Terrazas Suite,Chillan,hotel,80595.0,9.3,0
Cabanas Lemupewen Chillan 2 Factura,Chillan,hotel,52807.0,8.2,1
Cabañas Lemupewen Chillán 1 Factura,Chillan,hotel,45165.0,9.3,0
Cabañas Lemupewen Chillán 6 Factura,Chillan,hotel,48582.0,8.5,0
"DEPARTAMENTO ACOGEDOR Y TRANQUILO en Chillán Centro, full equipado, ideal para descansar, Wifi y Estacionamiento",Chillan,hotel,40295.0,8.4,0
"DEPARTAMENTO SEGUR0, COMODO Y TRANQUILO en Chillán Centro, ideal para descansar, full equipado, Wifi y estacionamiento",Chillan,hotel,45000.0,8.5,0
Departamento 1D central,Chillan,hotel,144075.0,8.5,2
Departamento Centro de Chillán,Chillan,hotel,120794.0,9.6,0
Departamento Centro de Chillán,Chillan,hotel,48182.0,9.3,0
Departamento JC,Chillan,hotel,45000.0,10.0,0
Departamento moderno céntrico con piscina 2 Habitaciones 2 Baños,Chillan,hotel,135000.0,10.0,0
Departamento totalmente equipado en Chillán centro,Chillan,hotel,157032.0,9.6,2
Depto Cómodo y Equipado en el Centro de Chillan con Estacionamiento,Chillan,hotel,65450.0,9.1,0
Depto centro 610 de chillan con estacionamiento,Chillan,hotel,49500.0,9.5,0
Depto full 1710 y Equipado en Centro de Chillán con Estacionamiento 10,Chillan,hotel,55000.0,9.6,0
EL ROBLE 2 CHILLaN,Chillan,hotel,40000.0,10.0,0
Espectacular y cómodo departamento,Chillan,hotel,54145.0,8.4,0
Exquisito y central departamento,Chillan,hotel,47000.0,9.4,0
Gran Hotel Isabel Riquelme,Chillan,hotel,73008.0,7.9,1
Gran Hotel Isabel Riquelme,Chillan,hotel,95000.0,7.8,1
Gran Hotel Isabel Riquelme,Chillan,hotel,87042.0,8.8,0
HOTEL BOUTIQUE CASA BLANCA,Chillan,hotel,64446.0,9.3,0
Hermosa casa central en Chillán,Chillan,hotel,180000.0,9.0,2
Hermosa casa central en Chillán,Chillan,hotel,71400.0,8.2,1
Hostal El Aromo Chillán,Chillan,hotel,42840.0,9.0,0
Hotel Alicante,Chillan,hotel,58587.0,7.6,1
Hotel Alicante,Chillan,hotel,69849.0,8.9,0
Hotel Andino Chillan,Chillan,hotel,169077.0,8.5,2
Hotel Andino Chillan,Chillan,hotel,155513.0,8.4,2
Hotel Aranjuez,Chillan,hotel,83174.0,8.4,0
Hotel Boutique Anttuy,Chillan,hotel,57950.0,7.9,1
Hotel Boutique Casa Blanca,Chillan,hotel,76834.0,7.1,1
Hotel Central Chillan,Chillan,hotel,105347.0,6.9,1
Hotel Central Chillan,Chillan,hotel,101178.0,9.6,0
Hotel Chillan Apart Hotel,Chillan,hotel,36799.0,7.8,1
Hotel Chillan Boutique,Chillan,hotel,70282.0,8.2,1
Hotel Chillan Center,Chillan,hotel,109276.0,8.7,0
Hotel Chillan Inn,Chillan,hotel,44034.0,7.1,1
Hotel Chillan Resort,Chillan,hotel,92267.0,8.4,0
Hotel Chillan Suites,Chillan,hotel,95518.0,8.6,0
Hotel Costanera Chillan,Chillan,hotel,181905.0,9.0,2
Hotel Del Mar Chillan,Chillan,hotel,95111.0,7.8,1
Hotel Del Mar Chillan,Chillan,hotel,112167.0,8.9,0
Hotel Diego de Almagro,Chillan,hotel,65443.0,7.3,1
Hotel Diego de Almagro Chillan,Chillan,hotel,81120.0,8.8,0
Hotel Diego de Almagro Chillan,Chillan,hotel,102086.0,8.8,0
Hotel Herencia,Chillan,hotel,49573.0,8.4,0
Hotel Herencia,Chillan,hotel,59103.0,7.1,1
Hotel Iberia,Chillan,hotel,97488.0,8.0,1
Hotel Las Terrazas Business,Chillan,hotel,72017.0,8.4,0
Hotel Las Terrazas Business,Chillan,hotel,190000.0,8.4,2
Hotel Las Terrazas Business,Chillan,hotel,91341.0,7.9,1
Hotel Las Terrazas Express,Chillan,hotel,64896.0,8.4,0
Hotel Las Terrazas Express,Chillan,hotel,95000.0,8.4,0
Hotel Las Terrazas Express,Chillan,hotel,77371.0,8.7,0
Hotel Libertador Bernardo O´Higgins,Chillan,hotel,47167.0,8.6,0
Hotel Libertador Bernardo O´Higgins,Chillan,hotel,59579.0,8.5,0
Hotel Norte Chillan,Chillan,hotel,194984.0,6.8,2
Hotel Norte Chillan,Chillan,hotel,74698.0,9.0,0
Hotel Plaza Chillan,Chillan,hotel,178432.0,7.1,2
Hotel Primavera Chillan,Chillan,hotel,102854.0,7.9,1
Hotel Quinchamali,Chillan,hotel,193418.0,7.9,2
Hotel Quinchamali,Chillan,hotel,86408.0,9.2,0
Hotel Rukalaf,Chillan,hotel,56333.0,8.5,0
Hotel Rukalaf,Chillan,hotel,75813.0,8.4,0
Hotel Sur Chillan,Chillan,hotel,137873.0,8.1,2
Hotel Sur Chillan,Chillan,hotel,95259.0,9.5,0
Hotel Tierra de Parras,Chillan,hotel,60390.0,8.4,0
Hotel Tierra de Parras,Chillan,hotel,72714.0,7.1,1
Hotel Vista Hermosa Chillan,Chillan,hotel,180258.0,9.0,2
Hotel Vista Hermosa Chillan,Chillan,hotel,115619.0,9.5,0
Hotel de la Avenida,Chillan,hotel,62864.0,8.4,0
Lodge Andino Chillan,Chillan,hotel,100617.0,8.0,1
Lodge Andino Chillan,Chillan,hotel,203035.0,9.6,2
Lodge Central Chillan,Chillan,hotel,95886.0,8.6,0
Lodge Costanera Chillan,Chillan,hotel,142662.0,8.6,2
Lodge Costanera Chillan,Chillan,hotel,146308.0,8.2,2
Lodge Del Mar Chillan,Chillan,hotel,88116.0,8.7,0
Lodge Del Mar Chillan,Chillan,hotel,200327.0,9.1,2
Lodge Norte Chillan,Chillan,hotel,65652.0,9.7,0
Lodge Norte Chillan,Chillan,hotel,88023.0,7.6,1
Lodge Plaza Chillan,Chillan,hotel,98560.0,8.4,0
Lodge Plaza Chillan,Chillan,hotel,103006.0,8.7,0
Lodge Primavera Chillan,Chillan,hotel,106184.0,8.8,0
Lodge Sur Chillan,Chillan,hotel,145400.0,7.4,2
Lodge Vista Hermosa Chillan,Chillan,hotel,209021.0,9.2,2
MDS Hotel Chillan,Chillan,hotel,171029.0,8.8,2
Mds Hotel Chillan,Chillan,hotel,144480.0,8.6,2
Parque Chillan - Héroes Parques,Chillan,hotel,110913.0,8.7,0
Parque Chillan - Héroes Parques,Chillan,hotel,39956.0,7.7,1
Pewma Apart Hotel,Chillan,hotel,65765.0,8.8,0
Termas de Chillan,Chillan,hotel,86448.0,8.5,0
Tipico Hostel Chile,Chillan,hotel,43560.0,8.9,0
Tru By Hilton Chillan Ferrat,Chillan,hotel,71530.0,8.7,0
Tru By Hilton Chillan Ferrat,Chillan,hotel,142500.0,8.7,2
Tru by Hilton Chillan Ferrat,Chillan,hotel,86609.0,8.4,0
2D con estacionamiento Fantastico Depto - D'Home,Concepcion,hotel,147000.0,9.6,2
Alta vista Concepción,Concepcion,hotel,216573.0,9.0,2
Apart Hotel Castellon 176,Concepcion,hotel,67216.0,8.8,0
Apart Hotel Uman,Concepcion,hotel,44030.0,8.4,0
Cercano a Parques y Universidades,Concepcion,hotel,79903.0,9.7,0
Céntrico y cómodo departamento,Concepcion,hotel,80000.0,9.5,0
Céntrico y moderno,Concepcion,hotel,134400.0,8.8,2
Departamento Dual Prieto,Concepcion,hotel,54145.0,8.9,0
Departamento Full equipado Concepcion,Concepcion,hotel,186000.0,9.2,2
Departamento Mirador Camilo Henriquez,Concepcion,hotel,132706.0,9.7,0
Departamento Mirador Camilo Henriquez,Concepcion,hotel,43738.0,9.3,0
Departamento central elegante y acogedor,Concepcion,hotel,174420.0,8.4,2
Departamentos amoblados - Santa Sofia.,Concepcion,hotel,175571.0,9.3,2
Depto Central Factura Empresas,Concepcion,hotel,150000.0,10.0,2
Diego De Almagro Lomas Verdes,Concepcion,hotel,98863.0,8.0,1
HOTEL ALONSO DE ERCILLA,Concepcion,hotel,96000.0,7.4,1
HOTEL EL DORADO,Concepcion,hotel,118987.0,8.0,2
Hermoso departamento nuevo en Concepción 1,Concepcion,hotel,148500.0,9.6,2
Holiday Inn Concepcion,Concepcion,hotel,104218.0,8.4,0
Holiday Inn Express Concepcion By IHG,Concepcion,hotel,94407.0,8.8,0
"Homestay - Chile, Biobio, Cozy Family",Concepcion,hotel,40600.0,7.9,1
Homestay - Enthusiast food and wine,Concepcion,hotel,29000.0,8.4,0
Hostal Buró,Concepcion,hotel,42446.0,8.3,0
Hostal Hdq En Concepción Sector Collao,Concepcion,hotel,40000.0,9.3,0
Hotel Alborada,Concepcion,hotel,124384.0,8.3,2
Hotel Alborada,Concepcion,hotel,71998.0,8.8,0
Hotel Alonso de Ercilla,Concepcion,hotel,59208.0,7.0,1
Hotel Alonso de Ercilla,Concepcion,hotel,48552.0,8.9,0
Hotel Andino Concepcion,Concepcion,hotel,215047.0,9.6,2
Hotel Araucano,Concepcion,hotel,64097.0,8.8,0
Hotel Central Concepcion,Concepcion,hotel,62004.0,8.6,0
Hotel Clermont,Concepcion,hotel,166129.0,9.2,2
Hotel Con C,Concepcion,hotel,51222.0,8.0,1
Hotel Concepcion Apart Hotel,Concepcion,hotel,64663.0,6.9,1
Hotel Concepcion Boutique,Concepcion,hotel,154752.0,8.5,2
Hotel Concepcion Center,Concepcion,hotel,95404.0,8.1,1
Hotel Concepcion Inn,Concepcion,hotel,106477.0,9.1,0
Hotel Concepcion Lodge,Concepcion,hotel,63242.0,8.6,0
Hotel Concepcion Plaza,Concepcion,hotel,66320.0,7.4,1
Hotel Concepcion Resort,Concepcion,hotel,131330.0,8.5,2
Hotel Concepcion Suites,Concepcion,hotel,88234.0,8.1,1
Hotel Costanera Concepcion,Concepcion,hotel,163620.0,8.7,2
Hotel Costanera Concepcion,Concepcion,hotel,161791.0,9.8,2
Hotel Costanera Concepcion,Concepcion,hotel,133338.0,7.2,1
Hotel Costanera Concepcion,Concepcion,hotel,78480.0,8.8,0
Hotel Del Mar Concepcion,Concepcion,hotel,55342.0,9.6,0
Hotel Diego de Almagro Concepción,Concepcion,hotel,209110.0,8.8,2
Hotel Diego de Almagro Concepción,Concepcion,hotel,113191.0,8.2,2
Hotel Diego de Almagro Lomas Verdes,Concepcion,hotel,165846.0,8.3,2
Hotel Don Matias,Concepcion,hotel,50710.0,8.9,0
Hotel El Araucano,Concepcion,hotel,146016.0,8.0,2
Hotel El Araucano,Concepcion,hotel,86326.0,8.7,0
Hotel El Dorado,Concepcion,hotel,79181.0,8.8,0
Hotel Mosul,Concepcion,hotel,108160.0,7.6,1
Hotel Mosul,Concepcion,hotel,61030.0,8.6,0
Hotel Norte Concepcion,Concepcion,hotel,202198.0,8.1,2
Hotel Norte Concepcion,Concepcion,hotel,127828.0,9.1,2
Hotel Plaza Concepcion,Concepcion,hotel,62348.0,8.5,0
Hotel Primavera Concepcion,Concepcion,hotel,176033.0,7.5,2
Hotel Romano,Concepcion,hotel,77350.0,8.8,0
Hotel Santa Sofia,Concepcion,hotel,54402.0,8.4,0
Hotel Santa Sofia,Concepcion,hotel,47282.0,7.4,1
Hotel Sur Concepcion,Concepcion,hotel,149313.0,9.7,2
Hotel Sur Concepcion,Concepcion,hotel,218118.0,9.4,2
Hotel Terrano Concepción,Concepcion,hotel,149261.0,8.2,2
Hotel Terrano Concepción,Concepcion,hotel,88976.0,8.3,0
Hotel Umawue,Concepcion,hotel,152000.0,8.9,2
Hotel Umawue,Concepcion,hotel,69417.0,8.3,0
Hotel Vista Hermosa Concepcion,Concepcion,hotel,113838.0,7.5,1
Hotel Vista Hermosa Concepcion,Concepcion,hotel,221552.0,7.0,2
Hotel con C,Concepcion,hotel,81120.0,8.9,0
Lodge Andino Concepcion,Concepcion,hotel,154978.0,9.0,2
Lodge Andino Concepcion,Concepcion,hotel,204219.0,9.4,2
Lodge Central Concepcion,Concepcion,hotel,207001.0,7.8,2
Lodge Costanera Concepcion,Concepcion,hotel,99725.0,8.7,0
Lodge Costanera Concepcion,Concepcion,hotel,134619.0,9.3,2
Lodge Del Mar Concepcion,Concepcion,hotel,61622.0,7.0,1
Lodge Del Mar Concepcion,Concepcion,hotel,100084.0,7.3,1
Lodge Norte Concepcion,Concepcion,hotel,59222.0,6.8,1
Lodge Plaza Concepcion,Concepcion,hotel,194267.0,9.3,2
Lodge Plaza Concepcion,Concepcion,hotel,151066.0,9.6,2
Lodge Primavera Concepcion,Concepcion,hotel,101594.0,6.6,1
Lodge Sur Concepcion,Concepcion,hotel,62120.0,8.8,0
Lodge Vista Hermosa Concepcion,Concepcion,hotel,201485.0,8.6,2
Los Magnolios,Concepcion,hotel,209376.0,8.7,2
Mds Hotel Concepción,Concepcion,hotel,92558.0,7.8,1
Mercure Concepcion,Concepcion,hotel,116357.0,8.5,2
Mirador Parque,Concepcion,hotel,111036.0,8.0,1
Mirador Parque,Concepcion,hotel,53535.0,8.9,0
Modern studio in Concepción Central location,Concepcion,hotel,73549.0,9.0,0
Oceana Suites en Concepción,Concepcion,hotel,64896.0,8.5,0
Pura Lodge,Concepcion,hotel,182020.0,8.3,2
Wyndham Concepcion Pettra,Concepcion,hotel,135757.0,8.3,2
casa completa Balmaceda 77,Concepcion,hotel,147637.0,9.1,2
ibis Concepcion,Concepcion,hotel,134900.0,7.8,2
ibis Concepcion,Concepcion,hotel,51667.0,8.9,0
Alternativo Hostales,Copiapo,hotel,85968.0,8.0,1
Antay Casino Hotel,Copiapo,hotel,134324.0,8.7,2
Apart Hotel Caldera - Room,Copiapo,hotel,53535.0,9.7,0
Arriendo Departamento Diario en Copiapó,Copiapo,hotel,160000.0,8.9,2
Atacama Valley 6,Copiapo,hotel,141185.0,8.0,2
Atacama Valley 6,Copiapo,hotel,83858.0,8.2,1
Casa de Oro,Copiapo,hotel,82288.0,8.0,1
Departamento en condominio Los Carrera 2092 a pasos casino Antay,Copiapo,hotel,210000.0,9.8,2
Departamentos Innova,Copiapo,hotel,189000.0,9.5,2
Diego De Almagro Copiapo,Copiapo,hotel,120355.0,7.7,1
Disegni 07 - Departamento Céntrico Copiapó Cerca de Casino Antay,Copiapo,hotel,66319.0,9.1,0
Domo Camping,Copiapo,hotel,64242.0,8.6,0
Dpto full amoblado en copiapo 4,Copiapo,hotel,112000.0,9.5,0
El valle,Copiapo,hotel,39733.0,8.2,1
El valle 2,Copiapo,hotel,80000.0,8.0,1
El valle 2,Copiapo,hotel,47600.0,7.0,1
Hostal Cactus Copiapo,Copiapo,hotel,33689.0,8.6,0
Hostal El Ancla,Copiapo,hotel,40698.0,7.0,1
Hotel & Cabañas El Mirador Caldera,Copiapo,hotel,81658.0,7.7,1
Hotel Altos de Atacama,Copiapo,hotel,99147.0,8.6,0
Hotel Altos de Atacama,Copiapo,hotel,59103.0,7.2,1
Hotel Andino Copiapo,Copiapo,hotel,217304.0,9.2,2
Hotel Andino Copiapo,Copiapo,hotel,72339.0,9.1,0
Hotel Atacama Copiapo,Copiapo,hotel,89100.0,7.9,1
Hotel Atacama Suites,Copiapo,hotel,147219.0,8.1,2
Hotel Boutique Molzano,Copiapo,hotel,122582.0,9.1,0
Hotel Central Copiapo,Copiapo,hotel,59351.0,8.3,0
Hotel Chagall,Copiapo,hotel,217258.0,8.7,2
